#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
DOM005_GL0023957	483216.BACEGG_02439	1.81e-251	690.0	COG1932	976|Bacteroidetes	E	Catalyzes the reversible conversion of 3- phosphohydroxypyruvate to phosphoserine and of 3-hydroxy-2-oxo-4- phosphonooxybutanoate to phosphohydroxythreonine	serC	GO:0003674,GO:0003824,GO:0004648,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006520,GO:0006563,GO:0006564,GO:0006807,GO:0008150,GO:0008152,GO:0008483,GO:0008652,GO:0009058,GO:0009069,GO:0009070,GO:0009987,GO:0016053,GO:0016740,GO:0016769,GO:0019752,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046394,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	2.6.1.52	ko:K00831	ko00260,ko00680,ko00750,ko01100,ko01120,ko01130,ko01200,ko01230,map00260,map00680,map00750,map01100,map01120,map01130,map01200,map01230	M00020,M00124	R04173,R05085	RC00006,RC00036	ko00000,ko00001,ko00002,ko01000,ko01007	-	-	-	Aminotran_5
DOM005_GL0032002	483216.BACEGG_00244	0.0	1164.0	COG1884	976|Bacteroidetes	I	methylmalonyl-CoA mutase small subunit	mutA	-	5.4.99.2	ko:K01847	ko00280,ko00630,ko00640,ko00720,ko01100,ko01120,ko01200,map00280,map00630,map00640,map00720,map01100,map01120,map01200	M00373,M00376,M00741	R00833	RC00395	ko00000,ko00001,ko00002,ko01000	-	-	-	MM_CoA_mutase
DOM005_GL0053327	1256908.HMPREF0373_02858	7.09e-310	848.0	COG0277	186801|Clostridia	C	glycolate oxidase, subunit GlcD	glcD	-	1.1.3.15	ko:K00104	ko00630,ko01100,ko01110,ko01120,ko01130,map00630,map01100,map01110,map01120,map01130	-	R00475	RC00042	ko00000,ko00001,ko01000	-	-	-	FAD-oxidase_C,FAD_binding_4
DOM012_GL0021177	1160721.RBI_II00643	1.55e-193	543.0	COG0057	186801|Clostridia	C	Belongs to the glyceraldehyde-3-phosphate dehydrogenase family	gap	-	1.2.1.12	ko:K00134	ko00010,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,ko04066,ko05010,map00010,map00710,map01100,map01110,map01120,map01130,map01200,map01230,map04066,map05010	M00001,M00002,M00003,M00165,M00166,M00308,M00552	R01061	RC00149	ko00000,ko00001,ko00002,ko01000,ko04131,ko04147	-	-	-	Gp_dh_C,Gp_dh_N
DOM012_GL0033406	1410665.JNKR01000005_gene1650	4.55e-109	315.0	COG1592	909932|Negativicutes	C	Rubredoxin	rbr3A	-	-	-	-	-	-	-	-	-	-	-	Rubrerythrin
DOM026_GL0034732	552396.HMPREF0863_02770	4.2e-226	626.0	COG0050	526524|Erysipelotrichia	J	This protein promotes the GTP-dependent binding of aminoacyl-tRNA to the A-site of ribosomes during protein biosynthesis	tuf	-	-	ko:K02358	-	-	-	-	ko00000,ko03012,ko03029,ko04147	-	-	-	GTP_EFTU,GTP_EFTU_D2,GTP_EFTU_D3
ED13A_GL0021636	762982.HMPREF9442_02307	3.48e-121	350.0	COG0090	976|Bacteroidetes	J	One of the primary rRNA binding proteins. Required for association of the 30S and 50S subunits to form the 70S ribosome, for tRNA binding and peptide bond formation. It has been suggested to have peptidyltransferase activity	rplB	GO:0002181,GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015934,GO:0019538,GO:0022625,GO:0022626,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0071704,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904	-	ko:K02886	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L2,Ribosomal_L2_C
ED15A_GL0082445	411902.CLOBOL_03090	1.15e-280	768.0	COG0078	186801|Clostridia	E	Belongs to the ATCase OTCase family	ygeW	-	-	-	-	-	-	-	-	-	-	-	OTCace,OTCace_N
ED20A_GL0039802	688246.Premu_2224	1.96e-72	241.0	COG3210	976|Bacteroidetes	U	domain, Protein	-	-	-	-	-	-	-	-	-	-	-	-	TIG
Fungitr.E7NKC5.E7NKC5_YEASO	223192.XP_007915415.1	1.27e-73	244.0	KOG0001,KOG0804	4751|Fungi	O	RING finger protein	-	GO:0003674,GO:0003824,GO:0004842,GO:0005048,GO:0005488,GO:0005515,GO:0006464,GO:0006807,GO:0008139,GO:0008150,GO:0008152,GO:0008270,GO:0009636,GO:0009987,GO:0010033,GO:0016567,GO:0016740,GO:0019538,GO:0019787,GO:0023051,GO:0032182,GO:0032446,GO:0033218,GO:0036211,GO:0042221,GO:0042277,GO:0042493,GO:0043130,GO:0043167,GO:0043169,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0045471,GO:0046677,GO:0046872,GO:0046914,GO:0050789,GO:0050896,GO:0061630,GO:0061659,GO:0065007,GO:0070647,GO:0071704,GO:0097305,GO:0140096,GO:1901564,GO:1901700	2.3.2.27	ko:K00413,ko:K10632	ko00190,ko01100,ko02020,ko04014,ko04260,ko04714,ko04932,ko05010,ko05012,ko05016,map00190,map01100,map02020,map04014,map04260,map04714,map04932,map05010,map05012,map05016	M00151,M00152	-	-	ko00000,ko00001,ko00002,ko01000,ko04121	-	-	-	BRAP2,zf-RING_2,zf-UBP
HM403CO_revised_scaffold142_2_gene34425	457421.CBFG_02757	2.46e-306	838.0	COG0017	186801|Clostridia	J	tRNA synthetases class II (D, K and N)	asnS	-	6.1.1.22	ko:K01893	ko00970,map00970	M00359,M00360	R03648	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016	-	-	-	tRNA-synt_2,tRNA_anti-codon
HM403CO_revised_scaffold3899_2_gene43346	478749.BRYFOR_08789	1.76e-250	692.0	COG0126	186801|Clostridia	F	Belongs to the phosphoglycerate kinase family	pgk	-	2.7.2.3,5.3.1.1	ko:K00927,ko:K01803	ko00010,ko00051,ko00562,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00010,map00051,map00562,map00710,map01100,map01110,map01120,map01130,map01200,map01230	M00001,M00002,M00003,M00165,M00166,M00308,M00552	R01015,R01512	RC00002,RC00043,RC00423	ko00000,ko00001,ko00002,ko01000,ko04147	-	-	-	PGK
HM415TI_revised_scaffold27291_1_gene77074	888052.HMPREF9006_1607	6.2e-137	402.0	COG1274	201174|Actinobacteria	H	Catalyzes the conversion of oxaloacetate (OAA) to phosphoenolpyruvate (PEP), the rate-limiting step in the metabolic pathway that produces glucose from lactate and other precursors derived from the citric acid cycle	pckG	GO:0005575,GO:0005576,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006873,GO:0006875,GO:0006879,GO:0006950,GO:0007154,GO:0008150,GO:0009267,GO:0009605,GO:0009607,GO:0009987,GO:0009991,GO:0010106,GO:0016020,GO:0019725,GO:0030003,GO:0030312,GO:0031667,GO:0031668,GO:0031669,GO:0033554,GO:0042592,GO:0042594,GO:0043207,GO:0044403,GO:0044419,GO:0044424,GO:0044444,GO:0044464,GO:0046916,GO:0048878,GO:0050801,GO:0050896,GO:0051701,GO:0051704,GO:0051707,GO:0051716,GO:0052173,GO:0052200,GO:0052564,GO:0052572,GO:0055065,GO:0055072,GO:0055076,GO:0055080,GO:0055082,GO:0065007,GO:0065008,GO:0071496,GO:0071944,GO:0075136,GO:0098771	4.1.1.32	ko:K01596	ko00010,ko00020,ko00620,ko01100,ko01110,ko01120,ko01130,ko03320,ko04068,ko04151,ko04152,ko04910,ko04920,ko04922,ko04931,ko04964,map00010,map00020,map00620,map01100,map01110,map01120,map01130,map03320,map04068,map04151,map04152,map04910,map04920,map04922,map04931,map04964	M00003	R00431,R00726	RC00002,RC02741	ko00000,ko00001,ko00002,ko01000	-	-	-	PEPCK_C,PEPCK_N
HM437CO_revised_scaffold36926_1_gene1102	1378168.N510_02063	5.7e-109	326.0	COG0493	1239|Firmicutes	C	'glutamate synthase	gltA	-	1.4.1.13,1.4.1.14	ko:K00266	ko00250,ko00910,ko01100,ko01110,ko01120,ko01130,ko01230,map00250,map00910,map01100,map01110,map01120,map01130,map01230	-	R00093,R00114,R00248	RC00006,RC00010,RC02799	ko00000,ko00001,ko01000	-	-	-	Fer4_20,Pyr_redox_2
HM438CO_revised_scaffold45904_1_gene74669	1519439.JPJG01000005_gene1024	2.01e-102	325.0	COG0674,COG1013,COG1014,COG1145	186801|Clostridia	C	Oxidoreductase required for the transfer of electrons from pyruvate to flavodoxin	nifJ	-	1.2.7.1	ko:K03737	ko00010,ko00020,ko00620,ko00650,ko00720,ko01100,ko01120,ko01130,ko01200,map00010,map00020,map00620,map00650,map00720,map01100,map01120,map01130,map01200	M00173,M00307	R01196,R10866	RC00004,RC02742	br01601,ko00000,ko00001,ko00002,ko01000	-	-	-	EKR,Fer4,Fer4_16,Fer4_7,PFOR_II,POR,POR_N,TPP_enzyme_C
HM466CO_revised_scaffold71503_1_gene21138	585543.HMPREF0969_02771	1.4e-235	649.0	COG0468	976|Bacteroidetes	L	Can catalyze the hydrolysis of ATP in the presence of single-stranded DNA, the ATP-dependent uptake of single-stranded DNA by duplex DNA, and the ATP-dependent hybridization of homologous single-stranded DNAs. It interacts with LexA causing its activation and leading to its autocatalytic cleavage	recA	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0044424,GO:0044444,GO:0044464	-	ko:K03553	ko03440,map03440	M00729	-	-	ko00000,ko00001,ko00002,ko03400	-	-	-	RecA
HM494TI_revised_C961297_1_gene41203	411460.RUMTOR_02478	1.33e-42	145.0	COG0563	186801|Clostridia	F	Catalyzes the reversible transfer of the terminal phosphate group between ATP and AMP. Plays an important role in cellular energy homeostasis and in adenine nucleotide metabolism	adk	-	2.7.4.3	ko:K00939	ko00230,ko00730,ko01100,ko01110,ko01130,map00230,map00730,map01100,map01110,map01130	M00049	R00127,R01547,R11319	RC00002	ko00000,ko00001,ko00002,ko01000,ko04147	-	-	iHN637.CLJU_RS20110	ADK,ADK_lid
HM494TI_revised_scaffold22508_12_gene231958	665956.HMPREF1032_03312	8.55e-279	776.0	COG0443	186801|Clostridia	O	Heat shock 70 kDa protein	dnaK	-	-	ko:K04043	ko03018,ko04212,ko05152,map03018,map04212,map05152	-	-	-	ko00000,ko00001,ko03019,ko03029,ko03110,ko04147	1.A.33.1	-	-	HSP70
HM494TI_revised_scaffold67459_1_gene54744	449673.BACSTE_00062	2.83e-140	403.0	COG3264	976|Bacteroidetes	M	Small-conductance mechanosensitive channel	mscS	-	-	ko:K03442	-	-	-	-	ko00000,ko02000	1.A.23.2	-	-	MS_channel,TM_helix
HM494TI_revised_scaffold75696_1_gene174760	411468.CLOSCI_04001	6.64e-136	387.0	COG3363	186801|Clostridia	F	IMP cyclohydrolase-like protein	-	-	-	-	-	-	-	-	-	-	-	-	IMP_cyclohyd
HM503CO_revised_C360503_1_gene47121	742735.HMPREF9467_04162	3.67e-141	410.0	COG0044	186801|Clostridia	F	Psort location Cytoplasmic, score 8.87	hydA	-	3.5.2.2	ko:K01464	ko00240,ko00410,ko00770,ko00983,ko01100,map00240,map00410,map00770,map00983,map01100	M00046	R02269,R03055,R08227	RC00632,RC00680	ko00000,ko00001,ko00002,ko01000,ko04147	-	-	-	Amidohydro_1
HT14A_GL0104544	1120998.AUFC01000029_gene170	0.0	1459.0	COG0674,COG1013,COG1014	186801|Clostridia	C	Oxidoreductase required for the transfer of electrons from pyruvate to flavodoxin	nifJ	-	1.2.7.1	ko:K03737	ko00010,ko00020,ko00620,ko00650,ko00720,ko01100,ko01120,ko01130,ko01200,map00010,map00020,map00620,map00650,map00720,map01100,map01120,map01130,map01200	M00173,M00307	R01196,R10866	RC00004,RC02742	br01601,ko00000,ko00001,ko00002,ko01000	-	-	-	EKR,Fer4_16,Fer4_7,PFOR_II,POR,POR_N,TPP_enzyme_C
HT14A_GL0126877	445972.ANACOL_01647	1.69e-94	291.0	COG0459	186801|Clostridia	O	Prevents misfolding and promotes the refolding and proper assembly of unfolded polypeptides generated under stress conditions	groL	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464	-	ko:K04077	ko03018,ko04212,ko04940,ko05134,ko05152,map03018,map04212,map04940,map05134,map05152	-	-	-	ko00000,ko00001,ko03019,ko03029,ko03110,ko04147	-	-	-	Cpn60_TCP1
Human_swiss_sp|A0A0A0MS15|HV349_HUMAN	61853.ENSNLEP00000023333	2.53e-78	235.0		33208|Metazoa	S	Immunoglobulin V-Type	IGHV3-49	-	-	-	-	-	-	-	-	-	-	-	V-set
Human_swiss_sp|A0A0B4J1V0|HV315_HUMAN	9597.XP_008964867.1	4.13e-57	189.0		33208|Metazoa	T	Immunoglobulin V-Type	IGHV3-48	GO:0002250,GO:0002252,GO:0002253,GO:0002376,GO:0002429,GO:0002431,GO:0002433,GO:0002443,GO:0002449,GO:0002455,GO:0002460,GO:0002673,GO:0002682,GO:0002684,GO:0002697,GO:0002757,GO:0002764,GO:0002768,GO:0002920,GO:0003674,GO:0003823,GO:0003824,GO:0004175,GO:0004252,GO:0005488,GO:0005575,GO:0005576,GO:0005623,GO:0005886,GO:0006508,GO:0006807,GO:0006810,GO:0006897,GO:0006898,GO:0006909,GO:0006928,GO:0006955,GO:0006956,GO:0006958,GO:0006959,GO:0007154,GO:0007165,GO:0007166,GO:0008150,GO:0008152,GO:0008233,GO:0008236,GO:0009987,GO:0010468,GO:0016020,GO:0016064,GO:0016192,GO:0016477,GO:0016787,GO:0017171,GO:0019222,GO:0019538,GO:0019724,GO:0023052,GO:0030162,GO:0030449,GO:0031347,GO:0032101,GO:0038093,GO:0038094,GO:0038095,GO:0038096,GO:0040011,GO:0043170,GO:0044238,GO:0044464,GO:0048518,GO:0048583,GO:0048584,GO:0048870,GO:0050727,GO:0050776,GO:0050778,GO:0050789,GO:0050794,GO:0050896,GO:0050900,GO:0051171,GO:0051179,GO:0051234,GO:0051246,GO:0051674,GO:0051716,GO:0060255,GO:0065007,GO:0070011,GO:0070613,GO:0071704,GO:0071944,GO:0072376,GO:0080090,GO:0080134,GO:0098657,GO:0140096,GO:1901564,GO:1903317,GO:2000257	-	ko:K06856	ko04020,ko04064,ko04072,ko04145,ko04151,ko04640,ko04650,ko04662,ko04664,ko04666,ko04672,ko05140,ko05143,ko05146,ko05150,ko05152,ko05162,ko05169,ko05202,ko05310,ko05320,ko05322,ko05323,ko05330,ko05340,ko05414,ko05416,map04020,map04064,map04072,map04145,map04151,map04640,map04650,map04662,map04664,map04666,map04672,map05140,map05143,map05146,map05150,map05152,map05162,map05169,map05202,map05310,map05320,map05322,map05323,map05330,map05340,map05414,map05416	-	-	-	ko00000,ko00001,ko04131	-	-	-	V-set
Human_swiss_sp|A0A0B4J1Y9|HV372_HUMAN	9544.ENSMMUP00000002430	5.25e-76	228.0		33208|Metazoa	S	Immunoglobulin heavy variable	IGHV3-49	-	-	-	-	-	-	-	-	-	-	-	V-set
Human_swiss_sp|A8K7I4|CLCA1_HUMAN	9606.ENSP00000234701	0.0	1829.0		33208|Metazoa	W	Calcium-activated chloride channel N terminal	CLCA1	GO:0003674,GO:0003824,GO:0004175,GO:0004222,GO:0005215,GO:0005216,GO:0005229,GO:0005253,GO:0005254,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0005887,GO:0005902,GO:0006508,GO:0006807,GO:0006810,GO:0006811,GO:0006820,GO:0006821,GO:0008150,GO:0008152,GO:0008233,GO:0008237,GO:0008509,GO:0012505,GO:0012506,GO:0015075,GO:0015103,GO:0015108,GO:0015267,GO:0015318,GO:0015698,GO:0016020,GO:0016021,GO:0016787,GO:0019538,GO:0022803,GO:0022836,GO:0022838,GO:0022839,GO:0022857,GO:0030141,GO:0030659,GO:0030667,GO:0031090,GO:0031224,GO:0031226,GO:0031410,GO:0031982,GO:0034220,GO:0042588,GO:0042589,GO:0042995,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0044238,GO:0044422,GO:0044424,GO:0044425,GO:0044433,GO:0044444,GO:0044446,GO:0044459,GO:0044464,GO:0051179,GO:0051234,GO:0055085,GO:0061778,GO:0070011,GO:0071704,GO:0071944,GO:0097708,GO:0098588,GO:0098656,GO:0098660,GO:0098661,GO:0098805,GO:0098858,GO:0099503,GO:0120025,GO:0140096,GO:1901564,GO:1902476	-	ko:K05027,ko:K05030	ko04924,ko04972,map04924,map04972	-	-	-	ko00000,ko00001,ko04040	1.A.13.1	-	-	CLCA,VWA,VWA_2
Human_swiss_sp|O00391|QSOX1_HUMAN	9606.ENSP00000356574	0.0	1496.0	KOG1731	33208|Metazoa	D	thiol oxidase activity	QSOX1	GO:0000003,GO:0000139,GO:0001775,GO:0002252,GO:0002263,GO:0002274,GO:0002275,GO:0002283,GO:0002366,GO:0002376,GO:0002443,GO:0002444,GO:0002446,GO:0002576,GO:0003674,GO:0003756,GO:0003824,GO:0005575,GO:0005576,GO:0005615,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005737,GO:0005783,GO:0005788,GO:0005794,GO:0006457,GO:0006464,GO:0006807,GO:0006810,GO:0006887,GO:0006955,GO:0008150,GO:0008152,GO:0009892,GO:0009894,GO:0009895,GO:0009987,GO:0010506,GO:0010507,GO:0012505,GO:0016020,GO:0016021,GO:0016192,GO:0016241,GO:0016242,GO:0016491,GO:0016667,GO:0016670,GO:0016853,GO:0016860,GO:0016864,GO:0016971,GO:0016972,GO:0019222,GO:0019538,GO:0030141,GO:0030173,GO:0031090,GO:0031091,GO:0031093,GO:0031224,GO:0031228,GO:0031300,GO:0031301,GO:0031323,GO:0031324,GO:0031329,GO:0031330,GO:0031410,GO:0031974,GO:0031981,GO:0031982,GO:0031983,GO:0031984,GO:0032501,GO:0032504,GO:0032940,GO:0034774,GO:0034975,GO:0035580,GO:0036211,GO:0036230,GO:0042119,GO:0042581,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043230,GO:0043231,GO:0043233,GO:0043299,GO:0043312,GO:0043412,GO:0043687,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044421,GO:0044422,GO:0044424,GO:0044425,GO:0044428,GO:0044431,GO:0044432,GO:0044433,GO:0044444,GO:0044446,GO:0044464,GO:0045055,GO:0045171,GO:0045321,GO:0046903,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0050896,GO:0051179,GO:0051234,GO:0055114,GO:0060205,GO:0065007,GO:0070013,GO:0070062,GO:0070820,GO:0071704,GO:0097708,GO:0098588,GO:0098791,GO:0099503,GO:0140096,GO:1901564,GO:1903561,GO:1904724	1.8.3.2	ko:K10758	-	-	-	-	ko00000,ko01000	-	-	-	Evr1_Alr,Thioredoxin
Human_swiss_sp|O00754|MA2B1_HUMAN	9606.ENSP00000395473	0.0	2076.0	KOG1959	33208|Metazoa	G	Alpha mannosidase, middle domain	MAN2B1	GO:0000323,GO:0001775,GO:0002252,GO:0002263,GO:0002274,GO:0002275,GO:0002283,GO:0002366,GO:0002376,GO:0002443,GO:0002444,GO:0002446,GO:0003008,GO:0003674,GO:0003824,GO:0004553,GO:0004559,GO:0004571,GO:0005488,GO:0005537,GO:0005575,GO:0005576,GO:0005615,GO:0005622,GO:0005623,GO:0005737,GO:0005764,GO:0005766,GO:0005773,GO:0005775,GO:0005975,GO:0005996,GO:0006013,GO:0006464,GO:0006517,GO:0006807,GO:0006810,GO:0006887,GO:0006955,GO:0007610,GO:0007611,GO:0008150,GO:0008152,GO:0009056,GO:0009100,GO:0009311,GO:0009313,GO:0009987,GO:0012505,GO:0015923,GO:0015924,GO:0016052,GO:0016192,GO:0016787,GO:0016798,GO:0019318,GO:0019538,GO:0030141,GO:0030246,GO:0031410,GO:0031974,GO:0031982,GO:0031983,GO:0032501,GO:0032940,GO:0034774,GO:0035578,GO:0036094,GO:0036211,GO:0036230,GO:0042119,GO:0042582,GO:0043170,GO:0043202,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043299,GO:0043312,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044281,GO:0044421,GO:0044422,GO:0044424,GO:0044433,GO:0044437,GO:0044444,GO:0044446,GO:0044464,GO:0045055,GO:0045321,GO:0046903,GO:0048029,GO:0050877,GO:0050890,GO:0050896,GO:0051179,GO:0051234,GO:0060205,GO:0070013,GO:0071704,GO:0097708,GO:0099503,GO:1901135,GO:1901564,GO:1901575	3.2.1.24	ko:K12311	ko00511,ko04142,map00511,map04142	-	R08717,R08718	-	ko00000,ko00001,ko01000	-	GH38	-	Alpha-mann_mid,Glyco_hydro_38,Glyco_hydro_38C
Human_swiss_sp|O14638|ENPP3_HUMAN	9606.ENSP00000406261	0.0	1769.0	KOG2645	33208|Metazoa	S	Ectonucleotide pyrophosphatase phosphodiesterase	ENPP3	GO:0000166,GO:0001558,GO:0001775,GO:0001932,GO:0001933,GO:0001934,GO:0002252,GO:0002263,GO:0002274,GO:0002275,GO:0002276,GO:0002366,GO:0002376,GO:0002682,GO:0002683,GO:0002684,GO:0002694,GO:0002695,GO:0002697,GO:0002698,GO:0002699,GO:0003674,GO:0003824,GO:0004518,GO:0004527,GO:0004528,GO:0004551,GO:0004620,GO:0004622,GO:0005102,GO:0005158,GO:0005488,GO:0005509,GO:0005515,GO:0005524,GO:0005575,GO:0005576,GO:0005615,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0005887,GO:0005979,GO:0006082,GO:0006091,GO:0006109,GO:0006139,GO:0006163,GO:0006220,GO:0006629,GO:0006644,GO:0006650,GO:0006725,GO:0006753,GO:0006766,GO:0006767,GO:0006771,GO:0006790,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006811,GO:0006820,GO:0006873,GO:0006928,GO:0006935,GO:0006955,GO:0008081,GO:0008134,GO:0008144,GO:0008150,GO:0008152,GO:0008270,GO:0008285,GO:0009056,GO:0009058,GO:0009117,GO:0009123,GO:0009126,GO:0009141,GO:0009143,GO:0009144,GO:0009150,GO:0009161,GO:0009167,GO:0009199,GO:0009205,GO:0009259,GO:0009395,GO:0009605,GO:0009719,GO:0009725,GO:0009889,GO:0009890,GO:0009892,GO:0009893,GO:0009897,GO:0009966,GO:0009968,GO:0009986,GO:0009987,GO:0010033,GO:0010243,GO:0010556,GO:0010558,GO:0010562,GO:0010563,GO:0010604,GO:0010605,GO:0010632,GO:0010634,GO:0010646,GO:0010648,GO:0010675,GO:0010677,GO:0010827,GO:0010829,GO:0010876,GO:0010906,GO:0010962,GO:0015698,GO:0016020,GO:0016021,GO:0016042,GO:0016298,GO:0016323,GO:0016462,GO:0016787,GO:0016788,GO:0016817,GO:0016818,GO:0017076,GO:0017144,GO:0018130,GO:0019220,GO:0019222,GO:0019438,GO:0019439,GO:0019637,GO:0019693,GO:0019725,GO:0019915,GO:0022603,GO:0022604,GO:0023051,GO:0023057,GO:0030002,GO:0030278,GO:0030308,GO:0030320,GO:0030334,GO:0030335,GO:0030500,GO:0030505,GO:0030554,GO:0030643,GO:0030730,GO:0031224,GO:0031226,GO:0031323,GO:0031324,GO:0031325,GO:0031326,GO:0031327,GO:0031344,GO:0031346,GO:0031347,GO:0031348,GO:0031399,GO:0031400,GO:0031401,GO:0031952,GO:0031953,GO:0032101,GO:0032102,GO:0032268,GO:0032269,GO:0032270,GO:0032553,GO:0032555,GO:0032559,GO:0032868,GO:0032869,GO:0032870,GO:0032879,GO:0032881,GO:0032885,GO:0033003,GO:0033004,GO:0033006,GO:0033007,GO:0033036,GO:0033865,GO:0033875,GO:0034032,GO:0034035,GO:0034404,GO:0034638,GO:0034641,GO:0034654,GO:0034655,GO:0034762,GO:0034763,GO:0035639,GO:0036094,GO:0036230,GO:0040008,GO:0040011,GO:0040012,GO:0040017,GO:0042127,GO:0042221,GO:0042325,GO:0042326,GO:0042327,GO:0042330,GO:0042578,GO:0042592,GO:0042726,GO:0042802,GO:0042803,GO:0043167,GO:0043168,GO:0043169,GO:0043170,GO:0043255,GO:0043434,GO:0043436,GO:0043467,GO:0044237,GO:0044238,GO:0044242,GO:0044248,GO:0044249,GO:0044255,GO:0044270,GO:0044271,GO:0044281,GO:0044283,GO:0044421,GO:0044424,GO:0044425,GO:0044444,GO:0044459,GO:0044464,GO:0044877,GO:0045321,GO:0045575,GO:0045595,GO:0045596,GO:0045598,GO:0045599,GO:0045719,GO:0045912,GO:0045926,GO:0045936,GO:0045937,GO:0046034,GO:0046324,GO:0046325,GO:0046434,GO:0046470,GO:0046475,GO:0046483,GO:0046486,GO:0046503,GO:0046626,GO:0046627,GO:0046700,GO:0046872,GO:0046914,GO:0046983,GO:0047429,GO:0048471,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048583,GO:0048585,GO:0048870,GO:0048878,GO:0050427,GO:0050656,GO:0050727,GO:0050728,GO:0050730,GO:0050731,GO:0050776,GO:0050777,GO:0050789,GO:0050793,GO:0050794,GO:0050801,GO:0050865,GO:0050866,GO:0050896,GO:0051049,GO:0051051,GO:0051093,GO:0051094,GO:0051128,GO:0051130,GO:0051147,GO:0051150,GO:0051171,GO:0051172,GO:0051173,GO:0051174,GO:0051179,GO:0051234,GO:0051235,GO:0051239,GO:0051240,GO:0051246,GO:0051247,GO:0051248,GO:0051270,GO:0051272,GO:0051674,GO:0051716,GO:0052689,GO:0055062,GO:0055081,GO:0055082,GO:0055083,GO:0055086,GO:0060255,GO:0062012,GO:0065007,GO:0065008,GO:0070167,GO:0070663,GO:0070664,GO:0070666,GO:0070667,GO:0070873,GO:0070874,GO:0070887,GO:0071310,GO:0071375,GO:0071417,GO:0071495,GO:0071704,GO:0071944,GO:0072501,GO:0072502,GO:0072505,GO:0072506,GO:0072521,GO:0072527,GO:0080090,GO:0080134,GO:0090304,GO:0090305,GO:0097159,GO:0097164,GO:0097367,GO:0098552,GO:0098590,GO:0098771,GO:0120035,GO:1900076,GO:1900077,GO:1901135,GO:1901265,GO:1901292,GO:1901360,GO:1901361,GO:1901362,GO:1901363,GO:1901564,GO:1901565,GO:1901575,GO:1901576,GO:1901652,GO:1901653,GO:1901681,GO:1901698,GO:1901699,GO:1901700,GO:1901701,GO:1902743,GO:1902745,GO:2000026,GO:2000112,GO:2000113,GO:2000145,GO:2000147,GO:2000392,GO:2000394	3.1.4.1,3.1.4.39,3.6.1.9	ko:K01122,ko:K01513	ko00230,ko00240,ko00500,ko00565,ko00740,ko00760,ko00770,ko01100,map00230,map00240,map00500,map00565,map00740,map00760,map00770,map01100	-	R00056,R00087,R00103,R00160,R00287,R00515,R00662,R03004,R03036,R07388,R11323	RC00002,RC00017,RC00425	ko00000,ko00001,ko00537,ko01000,ko04090	-	-	-	Endonuclease_NS,Phosphodiest,Somatomedin_B
