Protein	Protein ID	Entry Name	Gene	Length	Organism	Protein Description	Protein Existence	Coverage	Protein Probability	Top Peptide Probability	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
MH0407_GL0054070	MH0407_GL0054070  [gene]  locus=scaffold151173_1:8135:11152:- [Complete] codon-table.11	MH0407_GL0054070  [gene]  locus=scaffold151173_1:8135:11152:- [Complete] codon-table.11		1005		MH0407_GL0054070  [gene]  locus=scaffold151173_1:8135:11152:- [Complete] codon-table.11		1.39	0.9962	0.9990	1	1	1	1	1	1	     0	     0	     0			
MH0407_GL0162336	MH0407_GL0162336  [gene]  locus=scaffold28461_7:1488:2498:+ [Complete] codon-table.11	MH0407_GL0162336  [gene]  locus=scaffold28461_7:1488:2498:+ [Complete] codon-table.11		336		MH0407_GL0162336  [gene]  locus=scaffold28461_7:1488:2498:+ [Complete] codon-table.11		5.36	0.9962	0.9990	1	0	1	1	0	1	     0	     0	     0	10C(57.0214)		NOF010_GL0010597
MH0408_GL0013184	MH0408_GL0013184  [gene]  locus=scaffold17800_1:21:233:+ [Complete] codon-table.11	MH0408_GL0013184  [gene]  locus=scaffold17800_1:21:233:+ [Complete] codon-table.11		70		MH0408_GL0013184  [gene]  locus=scaffold17800_1:21:233:+ [Complete] codon-table.11		47.14	0.9962	0.9990	3	1	1	5	3	3	     0	     0	     0			
MH0409_GL0070119	MH0409_GL0070119  [gene]  locus=scaffold31145_24:2:961:- [Lack 3'-end] codon-table.11	MH0409_GL0070119  [gene]  locus=scaffold31145_24:2:961:- [Lack 3'-end] codon-table.11		320		MH0409_GL0070119  [gene]  locus=scaffold31145_24:2:961:- [Lack 3'-end] codon-table.11		4.38	0.9962	0.9990	1	0	1	2	0	2	     0	     0	     0	6M(15.9949)		MH0450_GL0275910
MH0413_GL0069586	MH0413_GL0069586  [gene]  locus=scaffold132828_2:1:519:- [Lack both ends] codon-table.11	MH0413_GL0069586  [gene]  locus=scaffold132828_2:1:519:- [Lack both ends] codon-table.11		173		MH0413_GL0069586  [gene]  locus=scaffold132828_2:1:519:- [Lack both ends] codon-table.11		9.83	0.9962	0.9990	1	0	1	2	0	2	     0	     0	     0	5M(15.9949)		V1.CD2-0-PN_GL0063798
MH0413_GL0150583	MH0413_GL0150583  [gene]  locus=scaffold86709_2:1:1365:+ [Lack 5'-end] codon-table.11	MH0413_GL0150583  [gene]  locus=scaffold86709_2:1:1365:+ [Lack 5'-end] codon-table.11		454		MH0413_GL0150583  [gene]  locus=scaffold86709_2:1:1365:+ [Lack 5'-end] codon-table.11		8.15	0.9962	0.9990	2	2	1	2	2	1	     0	     0	     0			
MH0414_GL0038383	MH0414_GL0038383  [gene]  locus=scaffold41945_1:1:330:- [Lack 3'-end] codon-table.11	MH0414_GL0038383  [gene]  locus=scaffold41945_1:1:330:- [Lack 3'-end] codon-table.11		110		MH0414_GL0038383  [gene]  locus=scaffold41945_1:1:330:- [Lack 3'-end] codon-table.11		11.82	0.9962	0.9990	1	0	1	4	0	4	     0	     0	     0			O2.UC56-2_GL0102301, T2D-132A_GL0019923
MH0415_GL0024504	MH0415_GL0024504  [gene]  locus=scaffold112634_2:47905:48924:- [Complete] codon-table.11	MH0415_GL0024504  [gene]  locus=scaffold112634_2:47905:48924:- [Complete] codon-table.11		339		MH0415_GL0024504  [gene]  locus=scaffold112634_2:47905:48924:- [Complete] codon-table.11		4.42	0.9962	0.9990	1	0	1	2	0	2	     0	     0	     0	3C(57.0214)		T2D-48A_GL0123495
MH0417_GL0188653	MH0417_GL0188653  [gene]  locus=scaffold1306_1:1308:4346:+ [Complete] codon-table.11	MH0417_GL0188653  [gene]  locus=scaffold1306_1:1308:4346:+ [Complete] codon-table.11		1012		MH0417_GL0188653  [gene]  locus=scaffold1306_1:1308:4346:+ [Complete] codon-table.11		1.38	0.9962	0.9990	1	1	1	1	1	1	     0	     0	     0			
MH0419_GL0090717	MH0419_GL0090717  [gene]  locus=scaffold108280_4:1:519:+ [Lack 5'-end] codon-table.11	MH0419_GL0090717  [gene]  locus=scaffold108280_4:1:519:+ [Lack 5'-end] codon-table.11		172		MH0419_GL0090717  [gene]  locus=scaffold108280_4:1:519:+ [Lack 5'-end] codon-table.11		8.72	0.9962	0.9990	1	1	1	1	1	1	     0	     0	     0			
MH0421_GL0155800	MH0421_GL0155800  [gene]  locus=scaffold1517_12:4987:6351:- [Lack 5'-end] codon-table.11	MH0421_GL0155800  [gene]  locus=scaffold1517_12:4987:6351:- [Lack 5'-end] codon-table.11		454		MH0421_GL0155800  [gene]  locus=scaffold1517_12:4987:6351:- [Lack 5'-end] codon-table.11		3.08	0.9962	0.9990	1	1	1	1	1	1	     0	     0	     0			
MH0433_GL0227617	MH0433_GL0227617  [gene]  locus=scaffold1139_2:151:1350:+ [Lack 3'-end] codon-table.11	MH0433_GL0227617  [gene]  locus=scaffold1139_2:151:1350:+ [Lack 3'-end] codon-table.11		400		MH0433_GL0227617  [gene]  locus=scaffold1139_2:151:1350:+ [Lack 3'-end] codon-table.11		4.25	0.9962	0.9990	1	1	1	4	4	4	     0	     0	     0	4M(15.9949)		
MH0439_GL0140099	MH0439_GL0140099  [gene]  locus=scaffold65061_2:13742:14947:- [Complete] codon-table.11	MH0439_GL0140099  [gene]  locus=scaffold65061_2:13742:14947:- [Complete] codon-table.11		401		MH0439_GL0140099  [gene]  locus=scaffold65061_2:13742:14947:- [Complete] codon-table.11		3.49	0.9962	0.9990	1	1	1	2	2	2	     0	     0	     0			
MH0441_GL0018694	MH0441_GL0018694  [gene]  locus=scaffold65015_1:764:1315:- [Lack 5'-end] codon-table.11	MH0441_GL0018694  [gene]  locus=scaffold65015_1:764:1315:- [Lack 5'-end] codon-table.11		183		MH0441_GL0018694  [gene]  locus=scaffold65015_1:764:1315:- [Lack 5'-end] codon-table.11		16.39	0.9962	0.9990	2	2	1	3	3	2	     0	     0	     0			
MH0443_GL0143727	MH0443_GL0143727  [gene]  locus=scaffold23626_3:905:1648:- [Complete] codon-table.11	MH0443_GL0143727  [gene]  locus=scaffold23626_3:905:1648:- [Complete] codon-table.11		247		MH0443_GL0143727  [gene]  locus=scaffold23626_3:905:1648:- [Complete] codon-table.11		8.50	0.9962	0.9990	1	1	1	4	4	4	     0	     0	     0	15C(57.0214), 19C(57.0214), 1M(15.9949), 9C(57.0214)		
MH0447_GL0173438	MH0447_GL0173438  [gene]  locus=scaffold72255_5:2132:3388:+ [Complete] codon-table.11	MH0447_GL0173438  [gene]  locus=scaffold72255_5:2132:3388:+ [Complete] codon-table.11		418		MH0447_GL0173438  [gene]  locus=scaffold72255_5:2132:3388:+ [Complete] codon-table.11		3.35	0.9962	0.9990	1	1	1	3	3	3	     0	     0	     0			
MH0450_GL0036358	MH0450_GL0036358  [gene]  locus=scaffold52403_3:1:654:+ [Lack both ends] codon-table.11	MH0450_GL0036358  [gene]  locus=scaffold52403_3:1:654:+ [Lack both ends] codon-table.11		218		MH0450_GL0036358  [gene]  locus=scaffold52403_3:1:654:+ [Lack both ends] codon-table.11		8.26	0.9962	0.9990	1	1	1	2	2	2	     0	     0	     0			
MH0452_GL0154836	MH0452_GL0154836  [gene]  locus=scaffold116705_1:3862:4932:+ [Complete] codon-table.11	MH0452_GL0154836  [gene]  locus=scaffold116705_1:3862:4932:+ [Complete] codon-table.11		356		MH0452_GL0154836  [gene]  locus=scaffold116705_1:3862:4932:+ [Complete] codon-table.11		4.78	0.9962	0.9990	1	1	1	1	1	1	     0	     0	     0	14C(57.0214), 2M(15.9949)		
MH0453_GL0052894	MH0453_GL0052894  [gene]  locus=scaffold30293_4:3:791:+ [Lack both ends] codon-table.11	MH0453_GL0052894  [gene]  locus=scaffold30293_4:3:791:+ [Lack both ends] codon-table.11		263		MH0453_GL0052894  [gene]  locus=scaffold30293_4:3:791:+ [Lack both ends] codon-table.11		5.70	0.9962	0.9990	1	0	1	1	0	1	     0	     0	     0			
MH0454_GL0190916	MH0454_GL0190916  [gene]  locus=scaffold2514_1:1:567:+ [Lack 5'-end] codon-table.11	MH0454_GL0190916  [gene]  locus=scaffold2514_1:1:567:+ [Lack 5'-end] codon-table.11		188		MH0454_GL0190916  [gene]  locus=scaffold2514_1:1:567:+ [Lack 5'-end] codon-table.11		6.91	0.9962	0.9990	1	1	1	1	1	1	     0	     0	     0			
MH0456_GL0115094	MH0456_GL0115094  [gene]  locus=scaffold31881_5:1554:2900:- [Lack 5'-end] codon-table.11	MH0456_GL0115094  [gene]  locus=scaffold31881_5:1554:2900:- [Lack 5'-end] codon-table.11		448		MH0456_GL0115094  [gene]  locus=scaffold31881_5:1554:2900:- [Lack 5'-end] codon-table.11		2.68	0.9962	0.9990	1	1	1	2	2	2	     0	     0	     0	6C(57.0214)		
N038A_GL0032780	N038A_GL0032780  [gene]  locus=scaffold23598_2:1088:1276:- [Lack 5'-end] codon-table.11	N038A_GL0032780  [gene]  locus=scaffold23598_2:1088:1276:- [Lack 5'-end] codon-table.11		62		N038A_GL0032780  [gene]  locus=scaffold23598_2:1088:1276:- [Lack 5'-end] codon-table.11		19.35	0.9962	0.9990	1	1	1	2	2	2	     0	     0	     0			
N056A_GL0035389	N056A_GL0035389  [gene]  locus=scaffold30873_1:2:2623:+ [Lack both ends] codon-table.11	N056A_GL0035389  [gene]  locus=scaffold30873_1:2:2623:+ [Lack both ends] codon-table.11		874		N056A_GL0035389  [gene]  locus=scaffold30873_1:2:2623:+ [Lack both ends] codon-table.11		1.26	0.9962	0.9990	1	1	1	2	2	2	     0	     0	     0	2C(57.0214)		
N082A_GL0088031	N082A_GL0088031  [gene]  locus=scaffold3304_3:2:1270:+ [Lack 5'-end] codon-table.11	N082A_GL0088031  [gene]  locus=scaffold3304_3:2:1270:+ [Lack 5'-end] codon-table.11		422		N082A_GL0088031  [gene]  locus=scaffold3304_3:2:1270:+ [Lack 5'-end] codon-table.11		3.32	0.9962	0.9990	1	1	1	1	1	1	     0	     0	     0			
N085A_GL0045045	N085A_GL0045045  [gene]  locus=scaffold11917_1:10528:11613:- [Complete] codon-table.11	N085A_GL0045045  [gene]  locus=scaffold11917_1:10528:11613:- [Complete] codon-table.11		361		N085A_GL0045045  [gene]  locus=scaffold11917_1:10528:11613:- [Complete] codon-table.11		4.71	0.9962	0.9990	1	1	1	2	2	2	     0	     0	     0			
NLF007_GL0074228	NLF007_GL0074228  [gene]  locus=scaffold2130_11:1:711:- [Lack both ends] codon-table.11	NLF007_GL0074228  [gene]  locus=scaffold2130_11:1:711:- [Lack both ends] codon-table.11		237		NLF007_GL0074228  [gene]  locus=scaffold2130_11:1:711:- [Lack both ends] codon-table.11		5.06	0.9962	0.9990	1	1	1	6	6	6	     0	     0	     0			
NLF013_GL0059590	NLF013_GL0059590  [gene]  locus=scaffold2103_5:37772:39112:+ [Complete] codon-table.11	NLF013_GL0059590  [gene]  locus=scaffold2103_5:37772:39112:+ [Complete] codon-table.11		446		NLF013_GL0059590  [gene]  locus=scaffold2103_5:37772:39112:+ [Complete] codon-table.11		4.93	0.9962	0.9990	1	1	1	1	1	1	     0	     0	     0			
NLM026_GL0105071	NLM026_GL0105071  [gene]  locus=scaffold75453_1:71536:71976:- [Complete] codon-table.11	NLM026_GL0105071  [gene]  locus=scaffold75453_1:71536:71976:- [Complete] codon-table.11		146		NLM026_GL0105071  [gene]  locus=scaffold75453_1:71536:71976:- [Complete] codon-table.11		12.33	0.9962	0.9990	1	1	1	2	2	2	     0	     0	     0	14M(15.9949)		
NLM027_GL0038172	NLM027_GL0038172  [gene]  locus=scaffold37890_1:3:1232:- [Lack 3'-end] codon-table.11	NLM027_GL0038172  [gene]  locus=scaffold37890_1:3:1232:- [Lack 3'-end] codon-table.11		410		NLM027_GL0038172  [gene]  locus=scaffold37890_1:3:1232:- [Lack 3'-end] codon-table.11		4.88	0.9962	0.9990	1	1	1	1	1	1	     0	     0	     0			
NLM029_GL0028358	NLM029_GL0028358  [gene]  locus=scaffold9296_2:1286:2311:+ [Lack 3'-end] codon-table.11	NLM029_GL0028358  [gene]  locus=scaffold9296_2:1286:2311:+ [Lack 3'-end] codon-table.11		342		NLM029_GL0028358  [gene]  locus=scaffold9296_2:1286:2311:+ [Lack 3'-end] codon-table.11		5.85	0.9962	0.9990	1	1	1	2	2	2	     0	     0	     0			
NLM031_GL0097197	NLM031_GL0097197  [gene]  locus=scaffold8839_5:2079:2525:- [Complete] codon-table.11	NLM031_GL0097197  [gene]  locus=scaffold8839_5:2079:2525:- [Complete] codon-table.11		148		NLM031_GL0097197  [gene]  locus=scaffold8839_5:2079:2525:- [Complete] codon-table.11		11.49	0.9962	0.9990	1	1	1	1	1	1	     0	     0	     0			
NLM032_GL0027396	NLM032_GL0027396  [gene]  locus=scaffold17209_6:127:2106:+ [Complete] codon-table.11	NLM032_GL0027396  [gene]  locus=scaffold17209_6:127:2106:+ [Complete] codon-table.11		659		NLM032_GL0027396  [gene]  locus=scaffold17209_6:127:2106:+ [Complete] codon-table.11		2.73	0.9962	0.9990	1	1	1	1	1	1	     0	     0	     0			
NOM009_GL0105142	NOM009_GL0105142  [gene]  locus=scaffold52400_1:395:1006:+ [Complete] codon-table.11	NOM009_GL0105142  [gene]  locus=scaffold52400_1:395:1006:+ [Complete] codon-table.11		203		NOM009_GL0105142  [gene]  locus=scaffold52400_1:395:1006:+ [Complete] codon-table.11		7.39	0.9962	0.9990	1	1	1	4	4	4	     0	     0	     0			
NOM023_GL0002764	NOM023_GL0002764  [gene]  locus=scaffold1848_2:1:1377:+ [Lack 5'-end] codon-table.11	NOM023_GL0002764  [gene]  locus=scaffold1848_2:1:1377:+ [Lack 5'-end] codon-table.11		458		NOM023_GL0002764  [gene]  locus=scaffold1848_2:1:1377:+ [Lack 5'-end] codon-table.11		3.93	0.9962	0.9990	1	1	1	2	2	2	     0	     0	     0	14M(15.9949)		
O2.CD1-0-PT_GL0035189	O2.CD1-0-PT_GL0035189  [gene]  locus=scaffold22966_2:37077:38744:+ [Complete] codon-table.11	O2.CD1-0-PT_GL0035189  [gene]  locus=scaffold22966_2:37077:38744:+ [Complete] codon-table.11		555		O2.CD1-0-PT_GL0035189  [gene]  locus=scaffold22966_2:37077:38744:+ [Complete] codon-table.11		4.86	0.9962	0.9990	1	1	1	1	1	1	     0	     0	     0			
O2.CD1-0-PT_GL0077912	O2.CD1-0-PT_GL0077912  [gene]  locus=scaffold36701_1:30669:32339:+ [Complete] codon-table.11	O2.CD1-0-PT_GL0077912  [gene]  locus=scaffold36701_1:30669:32339:+ [Complete] codon-table.11		556		O2.CD1-0-PT_GL0077912  [gene]  locus=scaffold36701_1:30669:32339:+ [Complete] codon-table.11		2.52	0.9962	0.9990	1	1	1	1	1	1	     0	     0	     0			
O2.CD2-0-PT_GL0002067	O2.CD2-0-PT_GL0002067  [gene]  locus=scaffold19893_1:27789:28412:- [Complete] codon-table.11	O2.CD2-0-PT_GL0002067  [gene]  locus=scaffold19893_1:27789:28412:- [Complete] codon-table.11		207		O2.CD2-0-PT_GL0002067  [gene]  locus=scaffold19893_1:27789:28412:- [Complete] codon-table.11		5.80	0.9962	0.9990	1	1	1	3	3	3	     0	     0	     0			
O2.CD2-0-PT_GL0020870	O2.CD2-0-PT_GL0020870  [gene]  locus=scaffold6394_2:1595:2536:- [Complete] codon-table.11	O2.CD2-0-PT_GL0020870  [gene]  locus=scaffold6394_2:1595:2536:- [Complete] codon-table.11		313		O2.CD2-0-PT_GL0020870  [gene]  locus=scaffold6394_2:1595:2536:- [Complete] codon-table.11		4.15	0.9962	0.9990	1	1	1	1	1	1	     0	     0	     0			
O2.CD3-0-PT_GL0038511	O2.CD3-0-PT_GL0038511  [gene]  locus=scaffold44859_2:1286:2956:- [Lack 5'-end] codon-table.11	O2.CD3-0-PT_GL0038511  [gene]  locus=scaffold44859_2:1286:2956:- [Lack 5'-end] codon-table.11		556		O2.CD3-0-PT_GL0038511  [gene]  locus=scaffold44859_2:1286:2956:- [Lack 5'-end] codon-table.11		2.88	0.9962	0.9990	1	1	1	1	1	1	     0	     0	     0			
O2.CD3-0-PT_GL0073725	O2.CD3-0-PT_GL0073725  [gene]  locus=scaffold62746_3:1657:2766:- [Complete] codon-table.11	O2.CD3-0-PT_GL0073725  [gene]  locus=scaffold62746_3:1657:2766:- [Complete] codon-table.11		369		O2.CD3-0-PT_GL0073725  [gene]  locus=scaffold62746_3:1657:2766:- [Complete] codon-table.11		9.49	0.9962	0.9990	2	1	1	2	1	1	     0	     0	     0			
O2.CD3-0-PT_GL0096366	O2.CD3-0-PT_GL0096366  [gene]  locus=scaffold21814_12:799:1194:+ [Lack 3'-end] codon-table.11	O2.CD3-0-PT_GL0096366  [gene]  locus=scaffold21814_12:799:1194:+ [Lack 3'-end] codon-table.11		132		O2.CD3-0-PT_GL0096366  [gene]  locus=scaffold21814_12:799:1194:+ [Lack 3'-end] codon-table.11		9.85	0.9962	0.9990	1	1	1	1	1	1	     0	     0	     0			
O2.CD3-0-PT_GL0171651	O2.CD3-0-PT_GL0171651  [gene]  locus=scaffold65255_1:3:1379:- [Lack 3'-end] codon-table.11	O2.CD3-0-PT_GL0171651  [gene]  locus=scaffold65255_1:3:1379:- [Lack 3'-end] codon-table.11		459		O2.CD3-0-PT_GL0171651  [gene]  locus=scaffold65255_1:3:1379:- [Lack 3'-end] codon-table.11		2.61	0.9962	0.9990	1	1	1	4	4	4	     0	     0	     0			
O2.UC1-2_GL0017058	O2.UC1-2_GL0017058  [gene]  locus=scaffold82159_2:3439:3630:- [Lack 5'-end] codon-table.11	O2.UC1-2_GL0017058  [gene]  locus=scaffold82159_2:3439:3630:- [Lack 5'-end] codon-table.11		63		O2.UC1-2_GL0017058  [gene]  locus=scaffold82159_2:3439:3630:- [Lack 5'-end] codon-table.11		20.63	0.9962	0.9990	1	1	1	4	4	4	     0	     0	     0	3C(57.0214), 9C(57.0214)		
O2.UC11-1_GL0097203	O2.UC11-1_GL0097203  [gene]  locus=scaffold80813_2:1798:4149:+ [Complete] codon-table.11	O2.UC11-1_GL0097203  [gene]  locus=scaffold80813_2:1798:4149:+ [Complete] codon-table.11		783		O2.UC11-1_GL0097203  [gene]  locus=scaffold80813_2:1798:4149:+ [Complete] codon-table.11		2.04	0.9962	0.9990	1	1	1	1	1	1	     0	     0	     0			
O2.UC11-2_GL0030688	O2.UC11-2_GL0030688  [gene]  locus=scaffold6013_5:2:1186:+ [Lack 5'-end] codon-table.11	O2.UC11-2_GL0030688  [gene]  locus=scaffold6013_5:2:1186:+ [Lack 5'-end] codon-table.11		394		O2.UC11-2_GL0030688  [gene]  locus=scaffold6013_5:2:1186:+ [Lack 5'-end] codon-table.11		4.31	0.9962	0.9990	1	1	1	2	2	2	     0	     0	     0			
O2.UC18-1_GL0114520	O2.UC18-1_GL0114520  [gene]  locus=scaffold101950_2:43:834:- [Complete] codon-table.11	O2.UC18-1_GL0114520  [gene]  locus=scaffold101950_2:43:834:- [Complete] codon-table.11		263		O2.UC18-1_GL0114520  [gene]  locus=scaffold101950_2:43:834:- [Complete] codon-table.11		6.46	0.9962	0.9990	1	1	1	1	1	1	     0	     0	     0	8C(57.0214)		
O2.UC19-1_GL0052297	O2.UC19-1_GL0052297  [gene]  locus=scaffold22481_2:1:588:+ [Lack 5'-end] codon-table.11	O2.UC19-1_GL0052297  [gene]  locus=scaffold22481_2:1:588:+ [Lack 5'-end] codon-table.11		195		O2.UC19-1_GL0052297  [gene]  locus=scaffold22481_2:1:588:+ [Lack 5'-end] codon-table.11		8.72	0.9962	0.9990	1	1	1	2	2	2	     0	     0	     0			
O2.UC19-2_GL0006821	O2.UC19-2_GL0006821  [gene]  locus=scaffold6127_4:203:889:- [Lack 5'-end] codon-table.11	O2.UC19-2_GL0006821  [gene]  locus=scaffold6127_4:203:889:- [Lack 5'-end] codon-table.11		228		O2.UC19-2_GL0006821  [gene]  locus=scaffold6127_4:203:889:- [Lack 5'-end] codon-table.11		12.28	0.9962	0.9990	3	2	1	6	5	4	     0	     0	     0	7C(57.0214)		
O2.UC22-1_GL0112577	O2.UC22-1_GL0112577  [gene]  locus=scaffold27287_2:6276:8345:- [Complete] codon-table.11	O2.UC22-1_GL0112577  [gene]  locus=scaffold27287_2:6276:8345:- [Complete] codon-table.11		689		O2.UC22-1_GL0112577  [gene]  locus=scaffold27287_2:6276:8345:- [Complete] codon-table.11		4.50	0.9962	0.9990	2	2	1	2	2	1	     0	     0	     0			
O2.UC24-2_GL0011763	O2.UC24-2_GL0011763  [gene]  locus=scaffold29407_3:3612:3968:- [Lack 5'-end] codon-table.11	O2.UC24-2_GL0011763  [gene]  locus=scaffold29407_3:3612:3968:- [Lack 5'-end] codon-table.11		118		O2.UC24-2_GL0011763  [gene]  locus=scaffold29407_3:3612:3968:- [Lack 5'-end] codon-table.11		11.02	0.9962	0.9990	1	1	1	2	2	2	     0	     0	     0			
O2.UC26-0_GL0062687	O2.UC26-0_GL0062687  [gene]  locus=scaffold2424_3:1122:2066:+ [Complete] codon-table.11	O2.UC26-0_GL0062687  [gene]  locus=scaffold2424_3:1122:2066:+ [Complete] codon-table.11		314		O2.UC26-0_GL0062687  [gene]  locus=scaffold2424_3:1122:2066:+ [Complete] codon-table.11		13.38	0.9962	0.9990	1	1	1	2	2	2	     0	     0	     0			
O2.UC27-0_GL0000023	O2.UC27-0_GL0000023  [gene]  locus=scaffold24227_2:2:697:- [Lack 3'-end] codon-table.11	O2.UC27-0_GL0000023  [gene]  locus=scaffold24227_2:2:697:- [Lack 3'-end] codon-table.11		232		O2.UC27-0_GL0000023  [gene]  locus=scaffold24227_2:2:697:- [Lack 3'-end] codon-table.11		6.90	0.9962	0.9990	1	1	1	2	2	2	     0	     0	     0			
O2.UC28-0_GL0177312	O2.UC28-0_GL0177312  [gene]  locus=scaffold65304_3:2:730:+ [Lack 5'-end] codon-table.11	O2.UC28-0_GL0177312  [gene]  locus=scaffold65304_3:2:730:+ [Lack 5'-end] codon-table.11		242		O2.UC28-0_GL0177312  [gene]  locus=scaffold65304_3:2:730:+ [Lack 5'-end] codon-table.11		7.85	0.9962	0.9990	1	1	1	1	1	1	     0	     0	     0			
O2.UC28-2_GL0078539	O2.UC28-2_GL0078539  [gene]  locus=C1743128_1:1974:2696:+ [Complete] codon-table.11	O2.UC28-2_GL0078539  [gene]  locus=C1743128_1:1974:2696:+ [Complete] codon-table.11		240		O2.UC28-2_GL0078539  [gene]  locus=C1743128_1:1974:2696:+ [Complete] codon-table.11		6.67	0.9962	0.9990	1	1	1	2	2	2	     0	     0	     0			
O2.UC30-1_GL0110213	O2.UC30-1_GL0110213  [gene]  locus=scaffold2757_1:822:1211:+ [Lack 3'-end] codon-table.11	O2.UC30-1_GL0110213  [gene]  locus=scaffold2757_1:822:1211:+ [Lack 3'-end] codon-table.11		130		O2.UC30-1_GL0110213  [gene]  locus=scaffold2757_1:822:1211:+ [Lack 3'-end] codon-table.11		12.31	0.9962	0.9990	1	1	1	4	4	4	     0	     0	     0	4C(57.0214), 9C(57.0214)		
O2.UC30-1_GL0151797	O2.UC30-1_GL0151797  [gene]  locus=scaffold14775_4:154:2538:- [Lack 5'-end] codon-table.11	O2.UC30-1_GL0151797  [gene]  locus=scaffold14775_4:154:2538:- [Lack 5'-end] codon-table.11		794		O2.UC30-1_GL0151797  [gene]  locus=scaffold14775_4:154:2538:- [Lack 5'-end] codon-table.11		1.76	0.9962	0.9990	1	1	1	1	1	1	     0	     0	     0			
O2.UC31-1_GL0168987	O2.UC31-1_GL0168987  [gene]  locus=scaffold50024_1:15758:18457:+ [Lack 3'-end] codon-table.11	O2.UC31-1_GL0168987  [gene]  locus=scaffold50024_1:15758:18457:+ [Lack 3'-end] codon-table.11		900		O2.UC31-1_GL0168987  [gene]  locus=scaffold50024_1:15758:18457:+ [Lack 3'-end] codon-table.11		2.00	0.9962	0.9990	1	1	1	2	2	2	     0	     0	     0			
O2.UC31-2_GL0055008	O2.UC31-2_GL0055008  [gene]  locus=scaffold82536_2:3:884:- [Lack 3'-end] codon-table.11	O2.UC31-2_GL0055008  [gene]  locus=scaffold82536_2:3:884:- [Lack 3'-end] codon-table.11		294		O2.UC31-2_GL0055008  [gene]  locus=scaffold82536_2:3:884:- [Lack 3'-end] codon-table.11		4.76	0.9962	0.9990	1	1	1	2	2	2	     0	     0	     0			
O2.UC36-0_GL0035328	O2.UC36-0_GL0035328  [gene]  locus=scaffold47791_1:3:842:+ [Lack 5'-end] codon-table.11	O2.UC36-0_GL0035328  [gene]  locus=scaffold47791_1:3:842:+ [Lack 5'-end] codon-table.11		279		O2.UC36-0_GL0035328  [gene]  locus=scaffold47791_1:3:842:+ [Lack 5'-end] codon-table.11		16.13	0.9962	0.9990	4	2	1	9	7	6	     0	     0	     0			
O2.UC36-0_GL0130824	O2.UC36-0_GL0130824  [gene]  locus=scaffold35594_2:927:7304:+ [Complete] codon-table.11	O2.UC36-0_GL0130824  [gene]  locus=scaffold35594_2:927:7304:+ [Complete] codon-table.11		2125		O2.UC36-0_GL0130824  [gene]  locus=scaffold35594_2:927:7304:+ [Complete] codon-table.11		1.08	0.9962	0.9990	1	1	1	2	2	2	     0	     0	     0			
O2.UC36-2_GL0005928	O2.UC36-2_GL0005928  [gene]  locus=scaffold259_3:2:403:+ [Lack 5'-end] codon-table.11	O2.UC36-2_GL0005928  [gene]  locus=scaffold259_3:2:403:+ [Lack 5'-end] codon-table.11		133		O2.UC36-2_GL0005928  [gene]  locus=scaffold259_3:2:403:+ [Lack 5'-end] codon-table.11		12.78	0.9962	0.9990	1	1	1	16	16	16	     0	     0	     0			
O2.UC4-2_GL0090005	O2.UC4-2_GL0090005  [gene]  locus=scaffold56944_3:857:1201:- [Lack 5'-end] codon-table.11	O2.UC4-2_GL0090005  [gene]  locus=scaffold56944_3:857:1201:- [Lack 5'-end] codon-table.11		114		O2.UC4-2_GL0090005  [gene]  locus=scaffold56944_3:857:1201:- [Lack 5'-end] codon-table.11		12.28	0.9962	0.9990	1	1	1	1	1	1	     0	     0	     0			
O2.UC40-1_GL0085028	O2.UC40-1_GL0085028  [gene]  locus=scaffold34768_5:428:571:- [Lack 5'-end] codon-table.11	O2.UC40-1_GL0085028  [gene]  locus=scaffold34768_5:428:571:- [Lack 5'-end] codon-table.11		47		O2.UC40-1_GL0085028  [gene]  locus=scaffold34768_5:428:571:- [Lack 5'-end] codon-table.11		29.79	0.9962	0.9990	1	1	1	1	1	1	     0	     0	     0			
O2.UC44-2_GL0124520	O2.UC44-2_GL0124520  [gene]  locus=scaffold128039_3:7615:8040:+ [Complete] codon-table.11	O2.UC44-2_GL0124520  [gene]  locus=scaffold128039_3:7615:8040:+ [Complete] codon-table.11		141		O2.UC44-2_GL0124520  [gene]  locus=scaffold128039_3:7615:8040:+ [Complete] codon-table.11		8.51	0.9962	0.9990	1	1	1	1	1	1	     0	     0	     0			
O2.UC48-0_GL0307427	O2.UC48-0_GL0307427  [gene]  locus=scaffold29644_1:3:1037:- [Lack 3'-end] codon-table.11	O2.UC48-0_GL0307427  [gene]  locus=scaffold29644_1:3:1037:- [Lack 3'-end] codon-table.11		345		O2.UC48-0_GL0307427  [gene]  locus=scaffold29644_1:3:1037:- [Lack 3'-end] codon-table.11		5.22	0.9962	0.9990	1	0	1	2	0	2	     0	     0	     0			V1.UC50-1_GL0188461
