Protein.Group	F3NL2582	F3NL0496	F3NL1002	F2NL4627	F2NL2504
MH0100_GL0114735  [gene]  locus=scaffold52094_9:1210:3852:- [Complete] codon-table.11	17950.2	22658.3	29888.5	26673.6	15840.5
MH0100_GL0127516  [gene]  locus=scaffold25263_24:212:730:+ [Complete] codon-table.11	328748	172871	682218	483485	220363
MH0100_GL0129471  [gene]  locus=scaffold8032_1:959:2164:- [Complete] codon-table.11	270636	240798	248543	445390	63668.9
MH0101_GL0010334  [gene]  locus=scaffold33614_4:10185:11792:- [Complete] codon-table.11	48738.7	37108.2	NA	29984.2	NA
MH0102_GL0050400  [gene]  locus=scaffold10351_1:45176:47419:+ [Complete] codon-table.11	47996.8	NA	68509.4	17914.9	NA
MH0102_GL0062733  [gene]  locus=scaffold51879_3:66920:69154:+ [Complete] codon-table.11	NA	55101.8	29533.5	51351.8	18912.4
MH0102_GL0131793  [gene]  locus=scaffold18891_5:120:374:- [Complete] codon-table.11	29142.6	51448.2	123853	19457.4	20171.2
MH0103_GL0067022  [gene]  locus=scaffold22849_3:11:1441:+ [Complete] codon-table.11	166162	121988	295310	137365	87827.1
MH0104_GL0015180  [gene]  locus=scaffold116794_1:3:635:+ [Lack both ends] codon-table.11	1383.89	NA	1223.96	NA	NA
MH0107_GL0053514  [gene]  locus=scaffold24612_14:875:1309:- [Complete] codon-table.11	11808.2	NA	11179.9	NA	NA
MH0107_GL0113046  [gene]  locus=scaffold98830_1:24346:25989:- [Complete] codon-table.11	24244	8235.64	99469.9	13375.5	NA
MH0110_GL0025297  [gene]  locus=scaffold1370_2:7987:10617:+ [Complete] codon-table.11	389211	132764	693065	338900	190938
MH0110_GL0034529  [gene]  locus=scaffold54626_5:12050:13447:+ [Complete] codon-table.11	NA	NA	59956.5	NA	NA
MH0113_GL0003321  [gene]  locus=scaffold23972_30:808:2697:- [Complete] codon-table.11	242976	78985.4	357059	288615	168116
MH0113_GL0037816  [gene]  locus=scaffold75803_3:2715:5969:+ [Complete] codon-table.11	558618	333555	124565	145857	77565
MH0113_GL0085823  [gene]  locus=scaffold13666_8:147:1220:- [Complete] codon-table.11	13227.1	NA	NA	NA	NA
MH0116_GL0116313  [gene]  locus=scaffold1120_25_2:29:736:- [Complete] codon-table.11	38528.4	NA	NA	NA	NA
MH0116_GL0133348  [gene]  locus=scaffold7924_1:286:852:+ [Complete] codon-table.11	NA	7535.31	8913.63	6070.05	NA
MH0119_GL0114321  [gene]  locus=scaffold31851_4:323:1459:+ [Complete] codon-table.11	NA	NA	NA	NA	4331.18
MH0122_GL0076036  [gene]  locus=scaffold9888_13:2:637:+ [Lack 5'-end] codon-table.11	14693.8	10438.9	32573.2	NA	10602.6
MH0122_GL0076627  [gene]  locus=scaffold36241_4:686:2254:- [Complete] codon-table.11	NA	14805.1	6508.75	7873.26	NA
MH0122_GL0102458  [gene]  locus=scaffold15481_4:21000:22307:- [Complete] codon-table.11	NA	16571.3	NA	NA	10823.8
MH0124_GL0004871  [gene]  locus=scaffold98603_1:25539:28238:+ [Complete] codon-table.11	67581.5	119061	37591.3	NA	7915.52
MH0124_GL0059575  [gene]  locus=scaffold81527_4:2642:3334:+ [Complete] codon-table.11	29145.7	167092	26714.8	NA	9894.45
MH0124_GL0087622  [gene]  locus=scaffold17220_2:49710:51206:- [Complete] codon-table.11	129766	34172.9	113330	97274.1	34980.9
MH0124_GL0143174  [gene]  locus=scaffold80274_6:11485:13302:+ [Complete] codon-table.11	91457.8	12489.9	139992	NA	9593.34
MH0125_GL0073399  [gene]  locus=scaffold1078_1:3781:8082:+ [Complete] codon-table.11	118419	74312.2	87054.2	112363	36255.6
MH0126_GL0001187  [gene]  locus=scaffold90753_2:45726:47108:- [Complete] codon-table.11	10998.7	NA	NA	NA	5090.25
MH0126_GL0019349  [gene]  locus=scaffold42195_5:3099:5663:- [Complete] codon-table.11	34826.6	NA	10637.8	NA	22890
MH0126_GL0122878  [gene]  locus=scaffold17457_3:635:1000:+ [Lack 3'-end] codon-table.11	NA	4936.86	NA	9898.73	NA
MH0130_GL0013384  [gene]  locus=C920416_1:147:563:- [Complete] codon-table.11	29358.1	46326.9	NA	20619.6	NA
MH0130_GL0067967  [gene]  locus=scaffold35377_1:546:2063:- [Complete] codon-table.11	46559.6	83184.3	NA	38471.8	NA
MH0130_GL0077888  [gene]  locus=scaffold1658_1:6472:6837:+ [Complete] codon-table.11	219844	NA	35627.1	NA	35185.6
MH0131_GL0041219  [gene]  locus=scaffold20378_10:1233:2561:- [Complete] codon-table.11	27275.6	44520.7	19671.3	35229.3	NA
MH0131_GL0089619  [gene]  locus=scaffold79399_1:1:525:+ [Lack both ends] codon-table.11	205118	113443	188437	174606	27856.8
MH0131_GL0110658  [gene]  locus=scaffold20572_3:429:1700:- [Complete] codon-table.11	228365	297687	220477	202666	8546
MH0131_GL0135871  [gene]  locus=scaffold43_8:114:2027:+ [Complete] codon-table.11	36912.4	31988.2	28878.7	71146.7	NA
MH0131_GL0154213  [gene]  locus=scaffold56856_2:309:1688:+ [Complete] codon-table.11	11990	127514	67214.4	60748.1	104431
MH0135_GL0007871  [gene]  locus=scaffold39067_3:466:1095:+ [Complete] codon-table.11	17542.5	NA	13606.6	NA	16367
MH0135_GL0082397  [gene]  locus=scaffold8650_2:28:1614:- [Complete] codon-table.11	88672.7	57965.1	47739.6	59841.3	NA
MH0135_GL0099849  [gene]  locus=scaffold12189_21:953:2287:+ [Complete] codon-table.11	95848.6	82992.4	42333.3	161179	NA
MH0136_GL0083951  [gene]  locus=scaffold4214_4:2248:3681:+ [Complete] codon-table.11	89105.1	80845.3	45093.4	116978	31135.1
MH0140_GL0038860  [gene]  locus=scaffold81140_2:42240:44354:- [Complete] codon-table.11	13185.9	NA	23401.5	NA	NA
MH0140_GL0038883  [gene]  locus=scaffold81140_2:67126:68832:- [Complete] codon-table.11	NA	NA	8132.76	NA	NA
MH0140_GL0046792  [gene]  locus=scaffold51631_2:2:298:+ [Lack 5'-end] codon-table.11	102602	54782.8	62691.8	60824.5	48648.9
MH0140_GL0086517  [gene]  locus=scaffold89815_4:3128:3631:+ [Complete] codon-table.11	7262.55	NA	NA	NA	NA
MH0141_GL0094531  [gene]  locus=scaffold4355_2:2373:3755:+ [Complete] codon-table.11	360743	103161	460731	386862	566641
MH0143_GL0009130  [gene]  locus=scaffold8249_1:3610:4782:+ [Complete] codon-table.11	28579.6	27922.5	67475.6	16951.1	33886.1
MH0143_GL0027970  [gene]  locus=scaffold101975_6:2115:3569:+ [Complete] codon-table.11	7013.31	NA	4816.72	NA	2674.49
MH0143_GL0060465  [gene]  locus=scaffold15227_4:1087:1626:+ [Complete] codon-table.11	6080.36	NA	NA	NA	NA
MH0143_GL0064120  [gene]  locus=scaffold26663_6:746:2155:- [Complete] codon-table.11	105980	95003.3	116472	134594	88129.4
MH0143_GL0076916  [gene]  locus=scaffold32491_12:881:1297:+ [Complete] codon-table.11	265270	252838	109676	621533	125601
MH0143_GL0159952  [gene]  locus=scaffold4780_12:4130:4822:+ [Complete] codon-table.11	244479	304031	56409.8	125274	19033.1
MH0144_GL0012049  [gene]  locus=scaffold86820_3:7517:10717:- [Complete] codon-table.11	NA	22095.8	NA	13671.9	NA
MH0144_GL0085682  [gene]  locus=scaffold93115_8:2254:3084:- [Complete] codon-table.11	222597	55721.1	63948.1	154789	36131.9
MH0145_GL0030522  [gene]  locus=scaffold121365_4:19023:20084:- [Complete] codon-table.11	27130	35887.6	NA	16330.8	NA
MH0147_GL0020541  [gene]  locus=scaffold3895_10:193:546:- [Complete] codon-table.11	124303	242874	264269	123503	120217
MH0147_GL0070598  [gene]  locus=scaffold37410_6:34:1656:- [Complete] codon-table.11	212347	167024	132783	155074	41530
MH0149_GL0085441  [gene]  locus=scaffold3870_17:11427:12134:+ [Complete] codon-table.11	126590	33102.9	129981	78389.8	67689.4
MH0151_GL0025677  [gene]  locus=scaffold12006_1:8470:9759:- [Complete] codon-table.11	82187.5	228549	26140.7	91572.7	NA
MH0152_GL0013968  [gene]  locus=scaffold1212_12:667:1602:+ [Complete] codon-table.11	45261.3	82211.7	24834	69968.9	NA
MH0152_GL0080942  [gene]  locus=scaffold33886_22:158:1711:+ [Complete] codon-table.11	105154	44304.3	77142.9	46412.8	56046.6
MH0157_GL0038338  [gene]  locus=scaffold48715_12:299:898:- [Complete] codon-table.11	42280.4	106797	16658.2	35183.5	NA
MH0157_GL0094076  [gene]  locus=scaffold20874_19:1437:2270:- [Complete] codon-table.11	12484.5	4048.53	7664.03	13153.5	2537.6
MH0157_GL0125105  [gene]  locus=scaffold30650_18:3:548:+ [Lack both ends] codon-table.11	193375	59651.6	454793	242343	75081.6
MH0163_GL0005160  [gene]  locus=scaffold68347_1:17977:18747:+ [Complete] codon-table.11	12445.5	15416.9	NA	6814.8	NA
MH0164_GL0060041  [gene]  locus=scaffold9392_14:7067:7618:+ [Complete] codon-table.11	108571	115058	31752.6	48118.7	86496.4
MH0172_GL0094809  [gene]  locus=scaffold31721_1:2:1087:+ [Lack 5'-end] codon-table.11	33872.8	NA	NA	NA	NA
MH0172_GL0127064  [gene]  locus=scaffold15153_1:6321:7250:+ [Complete] codon-table.11	9631.54	7577.67	10055.8	4270.15	3132.62
MH0178_GL0043032  [gene]  locus=scaffold63383_1:14981:18076:+ [Complete] codon-table.11	NA	NA	11154	NA	NA
MH0181_GL0002451  [gene]  locus=scaffold75612_1:2529:6860:- [Complete] codon-table.11	24854.6	17064.3	NA	11982.4	NA
MH0185_GL0020303  [gene]  locus=scaffold37503_7:2:961:+ [Lack 5'-end] codon-table.11	68076.4	166705	8559.96	54717	NA
MH0185_GL0062621  [gene]  locus=scaffold14438_4:3:1481:+ [Lack 5'-end] codon-table.11	240051	269258	60427.5	133806	NA
MH0187_GL0088968  [gene]  locus=C1138128_1:874:1821:+ [Complete] codon-table.11	176964	120108	38568.4	55404.4	NA
MH0188_GL0027885  [gene]  locus=scaffold20912_10:1690:2409:- [Lack 5'-end] codon-table.11	NA	6858.12	13449	4467.93	NA
MH0188_GL0088680  [gene]  locus=scaffold57666_1:1:1902:+ [Lack 5'-end] codon-table.11	65032.6	41881.9	171322	79649.1	26361.3
MH0188_GL0089797  [gene]  locus=scaffold28458_1:16536:17315:+ [Complete] codon-table.11	NA	26707.3	15412.5	13069	19137.2
MH0188_GL0154587  [gene]  locus=scaffold107021_1:7330:8673:+ [Complete] codon-table.11	12160.9	NA	NA	15469.4	NA
MH0189_GL0011618  [gene]  locus=scaffold52067_2:2598:3989:+ [Complete] codon-table.11	NA	NA	23780.3	6894.56	7445.34
MH0189_GL0016411  [gene]  locus=scaffold31315_17:2:484:+ [Lack 5'-end] codon-table.11	NA	NA	6089.73	NA	6110.42
MH0189_GL0025386  [gene]  locus=scaffold34704_1:81688:82554:- [Complete] codon-table.11	109468	10932.5	16242.4	20006.4	57268.2
MH0189_GL0044111  [gene]  locus=scaffold24883_3:79:1764:- [Complete] codon-table.11	9607.09	5214.89	5992.06	15307.9	NA
MH0191_GL0172336  [gene]  locus=scaffold81325_4:171:1385:+ [Complete] codon-table.11	6474.49	NA	8686.78	NA	NA
MH0192_GL0022877  [gene]  locus=scaffold46081_5:330:962:- [Lack 5'-end] codon-table.11	167706	79065.4	428120	129195	54254.5
MH0192_GL0026361  [gene]  locus=scaffold23855_5:291:803:- [Lack 5'-end] codon-table.11	94217.4	42815.7	39132.1	145479	1535.56
MH0193_GL0012773  [gene]  locus=scaffold35712_4:4860:8516:+ [Complete] codon-table.11	426582	371717	467284	401410	117712
MH0193_GL0057191  [gene]  locus=scaffold35935_9:890:1108:+ [Complete] codon-table.11	17736.4	34098.3	4313.04	17200.7	NA
MH0193_GL0168892  [gene]  locus=scaffold13802_1:36752:37963:+ [Complete] codon-table.11	34626.6	21539.5	64738.5	44388.1	18829.4
MH0193_GL0170762  [gene]  locus=scaffold100650_1:47889:49550:- [Complete] codon-table.11	NA	NA	NA	NA	44077.5
MH0193_GL0185667  [gene]  locus=scaffold47270_2:28675:29685:+ [Complete] codon-table.11	127325	14455.4	29185.1	8978.52	26163.4
MH0195_GL0090764  [gene]  locus=scaffold67953_1:4870:6462:- [Complete] codon-table.11	37277.7	16712	32367.8	18843.2	NA
MH0195_GL0143964  [gene]  locus=scaffold11719_17:10101:10391:- [Complete] codon-table.11	NA	NA	NA	NA	10733.8
MH0195_GL0157558  [gene]  locus=scaffold4699_5:166:651:- [Complete] codon-table.11	NA	NA	NA	NA	4109.45
MH0196_GL0115268  [gene]  locus=scaffold132441_1:2140:4731:- [Complete] codon-table.11	43776.9	52251.6	28829.3	54870.2	12993.8
MH0197_GL0112220  [gene]  locus=scaffold16482_3:231:632:- [Complete] codon-table.11	NA	NA	29569.4	25050.6	NA
MH0199_GL0151175  [gene]  locus=scaffold74106_2:2122:4620:+ [Complete] codon-table.11	15930.8	NA	NA	NA	NA
MH0200_GL0110436  [gene]  locus=scaffold139_1:12326:13237:+ [Complete] codon-table.11	88856.2	197075	44521.8	87494.3	31341
MH0200_GL0196781  [gene]  locus=scaffold24153_1:1:723:+ [Lack 5'-end] codon-table.11	NA	NA	12379.3	NA	NA
MH0203_GL0045149  [gene]  locus=scaffold151039_1:45413:46759:- [Complete] codon-table.11	923951	836418	319146	766897	190461
MH0203_GL0205096  [gene]  locus=scaffold72276_2:5456:7600:- [Lack 5'-end] codon-table.11	52872.3	71889.4	NA	86833.5	NA
MH0204_GL0076954  [gene]  locus=scaffold82546_1:3571:4095:+ [Lack 3'-end] codon-table.11	138638	129596	210347	169750	54032.4
MH0206_GL0111989  [gene]  locus=scaffold2752_2:1415:2989:+ [Complete] codon-table.11	3239.23	NA	3585.48	3838.14	NA
MH0206_GL0248934  [gene]  locus=scaffold5926_1:1:1056:+ [Lack 5'-end] codon-table.11	NA	NA	NA	5424.32	NA
MH0211_GL0027677  [gene]  locus=scaffold114_4:50483:52186:+ [Complete] codon-table.11	11192.1	5821	6327.24	7681.55	NA
MH0212_GL0006589  [gene]  locus=scaffold36994_5:3033:4376:- [Complete] codon-table.11	296943	259078	448471	374429	108562
MH0212_GL0049950  [gene]  locus=scaffold37465_3:1476:2588:- [Complete] codon-table.11	104041	94318.5	147014	122631	23719
MH0212_GL0084820  [gene]  locus=scaffold364_4:5504:6334:+ [Complete] codon-table.11	NA	46602.6	35228	81911	NA
MH0217_GL0160322  [gene]  locus=scaffold44939_4:446:988:- [Complete] codon-table.11	159475	27391.6	293819	11023.3	125182
MH0220_GL0013567  [gene]  locus=scaffold78063_1:118:1344:- [Complete] codon-table.11	6947.06	NA	6074.67	NA	NA
MH0222_GL0071646  [gene]  locus=scaffold43141_12:2826:6095:+ [Complete] codon-table.11	56319.3	114531	NA	71257.7	15751.1
MH0224_GL0070636  [gene]  locus=scaffold862_4:237:2015:+ [Complete] codon-table.11	18388	11638.6	22155.5	17432.5	2825.22
MH0224_GL0112161  [gene]  locus=scaffold4914_6:3:824:+ [Lack both ends] codon-table.11	32858.2	19520.8	28760.7	30774.3	14428.4
MH0227_GL0015156  [gene]  locus=scaffold9648_1:595:2424:- [Complete] codon-table.11	111700	87289.2	121741	172111	NA
MH0229_GL0090301  [gene]  locus=scaffold25139_1:689:1183:+ [Lack 3'-end] codon-table.11	846591	566896	893827	880494	533222
MH0229_GL0141688  [gene]  locus=scaffold109647_4:1527:2645:- [Complete] codon-table.11	NA	NA	3394.13	2803.46	NA
MH0230_GL0059391  [gene]  locus=scaffold35288_4:3573:4442:+ [Complete] codon-table.11	NA	15614.4	NA	NA	NA
MH0230_GL0070365  [gene]  locus=scaffold40295_5:11148:13235:+ [Complete] codon-table.11	297209	260520	380929	193145	242773
MH0233_GL0003750  [gene]  locus=scaffold69290_2:5167:6303:+ [Complete] codon-table.11	NA	NA	14681.2	60794.2	30311.8
MH0233_GL0021837  [gene]  locus=scaffold35399_4:156:1172:- [Lack 5'-end] codon-table.11	48761.8	12712.1	80418.5	44048.5	14493.8
MH0233_GL0103635  [gene]  locus=C868015_1:23358:25937:+ [Complete] codon-table.11	NA	NA	NA	11550.4	10533.3
MH0233_GL0105808  [gene]  locus=scaffold55138_2:2:592:- [Lack both ends] codon-table.11	46897.3	20926.3	102593	53160	18224.8
MH0236_GL0075610  [gene]  locus=scaffold29532_6_1:15147:16847:- [Complete] codon-table.11	NA	NA	24353	NA	NA
MH0238_GL0067109  [gene]  locus=scaffold100632_1:7:1101:- [Complete] codon-table.11	75749.5	158086	30585	72585.5	60052.8
MH0239_GL0037300  [gene]  locus=scaffold37903_3:189:467:- [Complete] codon-table.11	25826.9	164879	41222	34420.6	16928.3
MH0239_GL0065227  [gene]  locus=scaffold41431_1:24:617:+ [Complete] codon-table.11	54769.7	8599.67	167494	64496.7	21996.9
MH0243_GL0005283  [gene]  locus=scaffold40367_3:1487:2929:+ [Lack 3'-end] codon-table.11	127939	16247.2	NA	NA	NA
MH0244_GL0124662  [gene]  locus=scaffold4478_1:4107:6101:+ [Complete] codon-table.11	15651.6	19168.7	NA	41774	9671.52
MH0250_GL0135963  [gene]  locus=scaffold79100_4:3183:3581:- [Complete] codon-table.11	NA	NA	3687.1	3545.05	NA
MH0250_GL0185216  [gene]  locus=scaffold158131_3:67599:69164:+ [Complete] codon-table.11	20076.8	NA	NA	NA	NA
MH0250_GL0261474  [gene]  locus=scaffold52591_13:817:1797:- [Complete] codon-table.11	19498.8	22341.7	11164.6	19658	NA
MH0250_GL0262281  [gene]  locus=scaffold149581_1:619:1602:- [Complete] codon-table.11	NA	19689	NA	20486	NA
MH0251_GL0072568  [gene]  locus=scaffold29409_2:3986:5398:+ [Complete] codon-table.11	91940.8	54991.4	96379.9	112508	21168.3
MH0251_GL0121713  [gene]  locus=scaffold3056_1:2562:3755:+ [Complete] codon-table.11	275166	175695	252385	338658	253806
MH0251_GL0175798  [gene]  locus=scaffold28199_5:3832:4506:+ [Complete] codon-table.11	5247.91	4061.57	10089.7	4705.26	3213.24
MH0252_GL0039289  [gene]  locus=scaffold128261_2:8627:8986:- [Complete] codon-table.11	43735.1	7725.42	92092	NA	4534.28
MH0252_GL0125144  [gene]  locus=scaffold138210_1:15988:18630:+ [Complete] codon-table.11	38781.5	21333.4	37656.8	41544.4	10321.6
MH0252_GL0184446  [gene]  locus=scaffold12902_28:7380:8756:+ [Complete] codon-table.11	39298.7	29340.8	79225.4	32020.1	NA
MH0253_GL0213763  [gene]  locus=scaffold132003_8:1413:2342:- [Complete] codon-table.11	NA	NA	9685.58	NA	NA
MH0257_GL0093519  [gene]  locus=scaffold91802_1:604:1827:- [Complete] codon-table.11	6560.76	6768.8	9173.49	13358.6	NA
MH0257_GL0147322  [gene]  locus=scaffold110287_1:2421:3995:+ [Complete] codon-table.11	NA	NA	NA	31543.2	NA
MH0259_GL0120051  [gene]  locus=scaffold46595_1:729:1877:- [Complete] codon-table.11	272268	176466	168835	322424	5903.12
MH0259_GL0139137  [gene]  locus=scaffold57712_10:321:1547:+ [Lack 3'-end] codon-table.11	24599.2	24936.3	13057.1	21899.4	NA
MH0259_GL0176399  [gene]  locus=scaffold48675_14:8521:9624:+ [Complete] codon-table.11	NA	NA	4357.23	NA	NA
MH0262_GL0028975  [gene]  locus=scaffold37432_10:897:1451:+ [Complete] codon-table.11	18566.7	NA	11797.9	NA	NA
MH0265_GL0002602  [gene]  locus=scaffold25056_2:334:4146:+ [Complete] codon-table.11	325632	240262	14187.3	184603	9798.96
MH0265_GL0162741  [gene]  locus=scaffold70745_1:2:571:- [Lack both ends] codon-table.11	55215.4	49496.6	16499.7	53824.7	NA
MH0267_GL0117850  [gene]  locus=scaffold114226_1:2:1741:+ [Lack 5'-end] codon-table.11	44802.9	NA	NA	NA	NA
MH0267_GL0184495  [gene]  locus=scaffold85515_2:3:707:- [Lack both ends] codon-table.11	37914	31364.9	42416.1	53837.2	NA
MH0268_GL0082510  [gene]  locus=scaffold15093_3:8573:10177:- [Complete] codon-table.11	515857	883841	423161	586581	142527
MH0268_GL0173004  [gene]  locus=scaffold509_3:798:1811:+ [Complete] codon-table.11	4370.39	NA	4791.41	3133.23	NA
MH0270_GL0022394  [gene]  locus=scaffold76415_3:2:1897:+ [Lack 5'-end] codon-table.11	33580.5	28956.6	73996.6	63280.1	8760.75
MH0270_GL0058843  [gene]  locus=scaffold19022_13:1237:1929:+ [Lack 3'-end] codon-table.11	115124	10664.1	86281.3	76918.9	212164
MH0271_GL0126954  [gene]  locus=scaffold65880_1:127:993:- [Complete] codon-table.11	109316	29694.3	124179	33716	8649.03
MH0274_GL0006991  [gene]  locus=scaffold93964_1:9195:10727:+ [Complete] codon-table.11	252476	113113	NA	100753	NA
MH0274_GL0054087  [gene]  locus=scaffold82707_1:1276:2319:- [Complete] codon-table.11	8588.78	14240.5	5918.49	26122.9	7791.81
MH0274_GL0147438  [gene]  locus=scaffold82492_6:928:2403:- [Complete] codon-table.11	1.45946e+06	949144	1.18226e+06	700742	374244
MH0275_GL0129479  [gene]  locus=scaffold49198_4:1155:2504:+ [Lack 3'-end] codon-table.11	NA	NA	10981.4	NA	211854
MH0276_GL0031464  [gene]  locus=scaffold126647_2:6492:7943:+ [Complete] codon-table.11	8417.46	NA	34078.8	5890.95	3320.84
MH0276_GL0040077  [gene]  locus=scaffold157143_1:583:1170:+ [Complete] codon-table.11	9295.57	NA	NA	16928.4	NA
MH0276_GL0157470  [gene]  locus=scaffold28258_4:15351:16535:- [Complete] codon-table.11	32849.3	16766.1	21150.4	NA	NA
MH0276_GL0172881  [gene]  locus=scaffold71632_1:2516:3367:+ [Complete] codon-table.11	16252.5	40972.4	NA	9753.3	NA
MH0276_GL0224587  [gene]  locus=scaffold86842_1:9899:10684:+ [Complete] codon-table.11	45127.6	25240.9	21435.5	40469.4	NA
MH0281_GL0038819  [gene]  locus=scaffold19484_5:2:514:- [Lack 3'-end] codon-table.11	16023.3	5168.5	6770.01	7161.44	NA
MH0281_GL0071487  [gene]  locus=scaffold81060_2:20049:20747:- [Complete] codon-table.11	36062.1	17708.3	10634.2	8174.92	10489
MH0281_GL0096870  [gene]  locus=scaffold34195_2:2:616:- [Lack both ends] codon-table.11	24571.9	57546.1	32794.1	30631.8	10118.3
MH0286_GL0042158  [gene]  locus=scaffold120567_1:13690:16206:- [Complete] codon-table.11	13431.4	86116.9	NA	8716.46	NA
MH0287_GL0097163  [gene]  locus=scaffold31570_1:201:503:- [Lack 5'-end] codon-table.11	NA	16628.9	NA	NA	NA
MH0287_GL0121276  [gene]  locus=scaffold13677_2:1033:2502:+ [Complete] codon-table.11	NA	NA	13736.7	NA	NA
MH0287_GL0131882  [gene]  locus=scaffold731_1:624:2000:- [Complete] codon-table.11	14406.6	NA	11486.6	17682.1	NA
MH0288_GL0076807  [gene]  locus=scaffold40111_1:4265:4822:+ [Complete] codon-table.11	11184.2	46381.6	13504.8	24502.9	10698.1
MH0290_GL0087955  [gene]  locus=C1356422_1:1596:4568:- [Lack 5'-end] codon-table.11	27485.6	NA	3236.66	NA	NA
MH0292_GL0017180  [gene]  locus=scaffold48687_2:1418:2323:+ [Complete] codon-table.11	102101	185676	95178.5	130330	84830.4
MH0303_GL0006468  [gene]  locus=scaffold63135_11:2980:4191:+ [Complete] codon-table.11	20625.1	42708.4	32435.2	13302.9	17312.2
MH0303_GL0014066  [gene]  locus=scaffold113267_6:1:1041:+ [Lack 5'-end] codon-table.11	245990	166870	209683	228832	NA
MH0307_GL0180694  [gene]  locus=C1420144_1:1:402:+ [Lack 5'-end] codon-table.11	19165.8	13143.9	16437.6	13515.8	10145.2
MH0308_GL0034488  [gene]  locus=scaffold21471_2:494:1879:- [Complete] codon-table.11	1981.32	2250.69	NA	1778.71	NA
MH0309_GL0017860  [gene]  locus=scaffold94780_1:443:2080:+ [Complete] codon-table.11	194802	116702	242808	156214	NA
MH0309_GL0131756  [gene]  locus=scaffold6989_3:591:2675:- [Complete] codon-table.11	NA	NA	NA	6266.81	NA
MH0309_GL0139724  [gene]  locus=scaffold31541_7:1:1560:- [Lack both ends] codon-table.11	26463.1	16208.9	41193.8	NA	NA
MH0309_GL0174644  [gene]  locus=scaffold58266_1:225:653:- [Complete] codon-table.11	NA	12295.1	4997	7293.24	NA
MH0310_GL0096639  [gene]  locus=scaffold225_8:2453:3718:- [Complete] codon-table.11	3986.01	NA	1094.53	NA	NA
MH0311_GL0045966  [gene]  locus=C878096_1:1:1398:+ [Lack 5'-end] codon-table.11	22489.1	81545.1	NA	32337.6	11624.8
MH0313_GL0016480  [gene]  locus=scaffold81889_2:6601:7572:- [Complete] codon-table.11	NA	NA	22480	23461.8	16244.5
MH0313_GL0047842  [gene]  locus=scaffold96673_1:36:1130:- [Complete] codon-table.11	NA	4278.22	NA	NA	NA
MH0314_GL0028678  [gene]  locus=scaffold22051_4:885:2489:+ [Complete] codon-table.11	443421	352605	321410	354884	214225
MH0314_GL0111349  [gene]  locus=scaffold37748_1:6344:7348:+ [Complete] codon-table.11	4490.23	15220.9	NA	NA	NA
MH0314_GL0154708  [gene]  locus=scaffold70347_1:26278:27630:- [Complete] codon-table.11	170273	12829.2	219416	NA	139621
MH0315_GL0028193  [gene]  locus=scaffold30210_2:1027:1446:+ [Lack 3'-end] codon-table.11	12013.4	11457.3	NA	12923.3	NA
MH0318_GL0009298  [gene]  locus=scaffold11941_1:105:2138:- [Complete] codon-table.11	16017.1	16111.6	28185.9	27037.9	NA
MH0318_GL0044972  [gene]  locus=scaffold117565_2:3567:4937:+ [Lack 3'-end] codon-table.11	21397	NA	8456.94	NA	NA
MH0318_GL0078889  [gene]  locus=scaffold163823_2:1437:2072:+ [Complete] codon-table.11	NA	NA	3642.42	6848.06	NA
MH0318_GL0139235  [gene]  locus=scaffold101879_5:997:1422:- [Complete] codon-table.11	10680.3	10805.4	26900	9604.27	5578.43
MH0318_GL0187019  [gene]  locus=scaffold162117_1:4707:5567:+ [Complete] codon-table.11	NA	NA	NA	6024.76	9644.47
MH0318_GL0197751  [gene]  locus=scaffold119198_2:2:1285:- [Lack 3'-end] codon-table.11	77624.4	NA	127954	NA	4040.12
MH0323_GL0149024  [gene]  locus=scaffold40007_2:102:1568:+ [Complete] codon-table.11	NA	17010.9	NA	4790.27	NA
MH0325_GL0024659  [gene]  locus=scaffold20098_5:1:774:+ [Lack 5'-end] codon-table.11	6416.74	NA	3502.57	NA	14857.8
MH0326_GL0086705  [gene]  locus=scaffold48630_6:22:1026:- [Lack 5'-end] codon-table.11	474991	355141	320031	404152	407360
MH0329_GL0210519  [gene]  locus=scaffold25336_2:1:2610:+ [Lack 5'-end] codon-table.11	NA	NA	40826.6	NA	34372.7
MH0333_GL0067146  [gene]  locus=scaffold37662_1:3815:7636:+ [Complete] codon-table.11	23595.1	12827	26153.8	20461.2	12022
MH0335_GL0070054  [gene]  locus=scaffold38620_20:385:1320:+ [Complete] codon-table.11	6459.44	NA	NA	4809.21	7798.75
MH0335_GL0094895  [gene]  locus=scaffold38519_1:3:1196:+ [Lack 5'-end] codon-table.11	NA	NA	NA	NA	16998.4
MH0336_GL0095773  [gene]  locus=scaffold16849_2:8271:9686:- [Complete] codon-table.11	354371	250628	266303	311820	NA
MH0336_GL0097832  [gene]  locus=scaffold102009_3:318:581:- [Lack 5'-end] codon-table.11	89125.1	280093	72084.2	136994	NA
MH0336_GL0141460  [gene]  locus=scaffold96072_1:946:1338:+ [Complete] codon-table.11	26496	47466	13779.3	25515.6	NA
MH0337_GL0003002  [gene]  locus=scaffold20343_8:13:1305:- [Complete] codon-table.11	52781.1	141957	103535	90782.7	65411.4
MH0337_GL0012713  [gene]  locus=scaffold68545_1:45998:47182:- [Complete] codon-table.11	NA	123247	NA	NA	90933.4
